sample	title	series
GSM2857268	Lung_tumor [SVA493]	GSE106899
GSM2857269	Lung_tumor_adjacent [SVA494]	GSE106899
GSM2857270	Lung_tumor_adjacent [SVA495]	GSE106899
GSM2857271	Control_tissue [SVA496]	GSE106899
GSM2857272	Control_tissue [SVA497]	GSE106899
GSM2857273	Control_tissue [SVA498]	GSE106899
GSM2857274	Control_tissue [SVA499]	GSE106899
GSM2857275	Lung_tumor [SVA500]	GSE106899
GSM2857276	Lung_tumor [SVA501]	GSE106899
GSM2857277	Lung_tumor_adjacent [SVA502]	GSE106899
GSM2857278	Lung_tumor_adjacent [SVA503]	GSE106899
GSM2857279	Control_tissue [SVA504]	GSE106899
GSM2857280	Control_tissue [SVA505]	GSE106899
GSM2857281	Control_tissue [SVA506]	GSE106899
GSM2857282	Control_tissue [SVA507]	GSE106899
GSM2857283	Lung_tumor [SVA508]	GSE106899
GSM2857284	Lung_tumor [SVA509]	GSE106899
GSM2857285	Lung_tumor_adjacent [SVA510]	GSE106899
GSM2857286	Lung_tumor_adjacent [SVA511]	GSE106899
GSM2857287	Control_tissue [SVA512]	GSE106899
GSM2857288	Control_tissue [SVA513]	GSE106899
GSM2857289	Control_tissue [SVA514]	GSE106899
GSM2857290	Control_tissue [SVA515]	GSE106899
GSM2857291	Lung_tumor [SVA516]	GSE106899
GSM2857292	Lung_tumor [SVA517]	GSE106899
GSM2857293	Lung_tumor_adjacent [SVA518]	GSE106899
GSM2857294	Lung_tumor_adjacent [SVA519]	GSE106899
GSM2857295	Lung_tumor [SVA520]	GSE106899
GSM2857296	Lung_tumor [SVA521]	GSE106899
GSM2857297	Lung_tumor_adjacent [SVA522]	GSE106899
GSM2857298	Lung_tumor_adjacent [SVA523]	GSE106899
GSM2857299	Lung_tumor [SVA524]	GSE106899
GSM2857300	Lung_tumor [SVA525]	GSE106899
GSM2857301	Lung_tumor_adjacent [SVA526]	GSE106899
GSM2857302	Lung_tumor_adjacent [SVA527]	GSE106899
GSM2857303	Lung_tumor [SVA528]	GSE106899
GSM2857304	Lung_tumor [SVA529]	GSE106899
GSM2857305	Lung_tumor_adjacent [SVA530]	GSE106899
GSM2857306	Lung_tumor_adjacent [SVA531]	GSE106899
GSM2857307	Lung_tumor [SVA532]	GSE106899
GSM2857308	Lung_tumor [SVA533]	GSE106899
GSM2857309	Lung_tumor_adjacent [SVA534]	GSE106899
GSM2857310	Lung_tumor_adjacent [SVA535]	GSE106899
GSM2857311	Control_tissue [SVA536]	GSE106899
GSM2857312	Control_tissue [SVA537]	GSE106899
GSM2857313	Control_tissue [SVA538]	GSE106899
GSM2857314	Control_tissue [SVA539]	GSE106899
GSM2857315	Lung_tumor [SVA584]	GSE106899
GSM2857316	Lung_tumor [SVA585]	GSE106899
GSM2857317	Lung_tumor_adjacent [SVA586]	GSE106899
GSM2857318	Lung_tumor_adjacent [SVA587]	GSE106899
GSM2857319	Lung_tumor [SVA588]	GSE106899
GSM2857320	Lung_tumor [SVA589]	GSE106899
GSM2857321	Lung_tumor_adjacent [SVA590]	GSE106899
GSM2857322	Lung_tumor_adjacent [SVA591]	GSE106899
GSM2857323	Control_tissue [SVA592]	GSE106899
GSM2857324	Control_tissue [SVA593]	GSE106899
GSM2857325	Control_tissue [SVA594]	GSE106899
GSM2857326	Control_tissue [SVA595]	GSE106899
GSM2857327	Lung_tumor [SVA596]	GSE106899
GSM2857328	Lung_tumor [SVA597]	GSE106899
GSM2857329	Lung_tumor_adjacent [SVA598]	GSE106899
GSM2857330	Lung_tumor_adjacent [SVA599]	GSE106899
GSM2857331	Control_tissue [SVA600]	GSE106899
GSM2857332	Control_tissue [SVA601]	GSE106899
GSM3107847	16102_A549-C1_S48_L999_R1_001	GSE113493
GSM3107848	16103_A549-C2_S49_L999_R1_001	GSE113493
GSM3107849	16104_A549-G1_S50_L999_R1_001	GSE113493
GSM3107850	16105_A549-G2_S51_L999_R1_001	GSE113493
GSM3107851	16106_H1299-C1_S52_L999_R1_001	GSE113493
GSM3107852	16107_H1299-C2_S53_L999_R1_001	GSE113493
GSM3107853	16108_H1299-G1_S54_L999_R1_001	GSE113493
GSM3107854	16109_H1299-G2_S42_L999_R1_001	GSE113493
GSM3125005	2_11974vd-811_T_poumon	GSE113972-GSE113992
GSM3125006	4_10314vd-763_T_poumon	GSE113972-GSE113992
GSM3125007	6-2816vd-148_T_poumon	GSE113972-GSE113992
GSM3377872	RDB 2-103-1	GSE119578-GSE119580
GSM3377873	RDB 2-103-21	GSE119578-GSE119580
GSM3377874	RDB 2-103-25	GSE119578-GSE119580
GSM3377875	RDB 2-103-29	GSE119578-GSE119580
GSM3377876	RDB 2-103-33	GSE119578-GSE119580
GSM3377877	RDB 2-103-37	GSE119578-GSE119580
GSM3377878	RDB 2-103-41	GSE119578-GSE119580
GSM3377879	RDB 2-103-45	GSE119578-GSE119580
GSM3377880	RDB 2-103-49	GSE119578-GSE119580
GSM3377881	RDB 2-103-61	GSE119578-GSE119580
GSM3377882	SW 2 7 A1	GSE119579-GSE119580
GSM3377883	SW 2 7 B1	GSE119579-GSE119580
GSM3377884	SW 2 7 C1	GSE119579-GSE119580
GSM3377885	SW 2 7 D1	GSE119579-GSE119580
GSM3377886	SW 2 7 E1	GSE119579-GSE119580
GSM3377887	SW 2 7 F1	GSE119579-GSE119580
GSM3377888	SW 2 7 G1	GSE119579-GSE119580
GSM3377889	SW 2 7 H1	GSE119579-GSE119580
GSM3377890	SW 2 7 I1	GSE119579-GSE119580
GSM3377891	SW 2 7 J1	GSE119579-GSE119580
GSM3377892	SW 2 7 K1	GSE119579-GSE119580
GSM3377893	SW 2 7 L1	GSE119579-GSE119580
GSM3377894	SW 2 7 M1	GSE119579-GSE119580
GSM3398820	LipofectamineControl_9h	GSE120355
GSM3398821	PolyIC_9h	GSE120355
GSM3478135	H2228	GSE122688-GSE122690
GSM3478136	Sample1	GSE122688-GSE122690
GSM3478137	Sample3	GSE122688-GSE122690
GSM3478138	Sample10	GSE122688-GSE122690
GSM3478139	Sample11	GSE122688-GSE122690
GSM3478140	Sample13	GSE122688-GSE122690
GSM3478141	Sample14	GSE122688-GSE122690
GSM3478142	Sample15	GSE122688-GSE122690
GSM3478143	Sample17	GSE122688-GSE122690
GSM3478144	Sample18	GSE122688-GSE122690
GSM3478145	Sample19	GSE122688-GSE122690
GSM3478146	Sample21	GSE122688-GSE122690
GSM3478147	Sample22	GSE122688-GSE122690
GSM3478148	Sample23	GSE122688-GSE122690
GSM3478149	Sample24	GSE122688-GSE122690
GSM3478150	Sample25	GSE122688-GSE122690
GSM3478151	Sample26	GSE122688-GSE122690
GSM3478152	Sample27	GSE122688-GSE122690
GSM3478153	Sample28	GSE122688-GSE122690
GSM3478154	Sample30	GSE122688-GSE122690
GSM3478155	Sample31	GSE122688-GSE122690
GSM3478156	Sample32	GSE122688-GSE122690
GSM3478157	Sample33	GSE122688-GSE122690
GSM3478158	Sample35	GSE122688-GSE122690
GSM3478159	Sample36	GSE122688-GSE122690
GSM3478160	Sample38	GSE122688-GSE122690
GSM3478161	Sample39	GSE122688-GSE122690
GSM3478162	Sample40	GSE122688-GSE122690
GSM3478163	Sample41	GSE122688-GSE122690
GSM3478164	Sample42	GSE122688-GSE122690
GSM3478165	Sample43	GSE122688-GSE122690
GSM3478166	Sample44	GSE122688-GSE122690
GSM3478167	Sample45	GSE122688-GSE122690
GSM3478168	Sample46	GSE122688-GSE122690
GSM3478169	Sample47	GSE122688-GSE122690
GSM3478170	Sample48	GSE122688-GSE122690
GSM3478171	Sample49	GSE122688-GSE122690
GSM3478172	Sample50	GSE122688-GSE122690
GSM3478173	Sample51	GSE122688-GSE122690
GSM3478174	Sample52	GSE122688-GSE122690
GSM3478175	Sample53	GSE122688-GSE122690
GSM3478176	Sample55	GSE122688-GSE122690
GSM3478177	Sample56	GSE122688-GSE122690
GSM3478178	Sample57	GSE122688-GSE122690
GSM3478179	Sample58	GSE122688-GSE122690
GSM3478180	Sample59	GSE122688-GSE122690
GSM3478181	Sample60	GSE122688-GSE122690
GSM3478182	Sample61	GSE122688-GSE122690
GSM3478183	Sample62	GSE122688-GSE122690
GSM3478184	Sample64	GSE122688-GSE122690
GSM3478185	Sample73	GSE122688-GSE122690
GSM3478186	Sample74	GSE122688-GSE122690
GSM3478187	Sample75	GSE122688-GSE122690
GSM3478188	Sample76	GSE122688-GSE122690
GSM3478189	Sample77	GSE122688-GSE122690
GSM3478190	Sample78	GSE122688-GSE122690
GSM3478191	Sample79	GSE122688-GSE122690
GSM3478192	Sample80	GSE122688-GSE122690
GSM3478193	Sample81	GSE122688-GSE122690
GSM3478194	Sample82	GSE122688-GSE122690
GSM3478195	Sample83	GSE122688-GSE122690
GSM3478196	Sample84	GSE122688-GSE122690
GSM3478197	Sample87	GSE122688-GSE122690
GSM3478198	Sample88	GSE122688-GSE122690
GSM3478199	Sample89	GSE122688-GSE122690
GSM3478200	Sample90	GSE122688-GSE122690
GSM3478201	Sample91	GSE122688-GSE122690
GSM3478202	Sample92	GSE122688-GSE122690
GSM3478203	Sample95	GSE122688-GSE122690
GSM3478204	Sample96	GSE122688-GSE122690
GSM3508406	H1299_WT_pos_d4_rep1	GSE123631
GSM3508407	H1299_WT_pos_d28_rep1	GSE123631
GSM3508408	H1299_shBRCA2_pos_d4_rep1	GSE123631
GSM3508409	H1299_shBRCA2_pos_d28_rep1	GSE123631
GSM3508410	H1299_WT_pos_d4_rep2	GSE123631
GSM3508411	H1299_WT_pos_d28_rep2	GSE123631
GSM3508412	H1299_shBRCA2_pos_d4_rep2	GSE123631
GSM3508413	H1299_shBRCA2_pos_d28_rep2	GSE123631
GSM3508414	H1299_WT_pos_d4_rep3	GSE123631
GSM3508415	H1299_WT_pos_d28_rep3	GSE123631
GSM3508416	H1299_shBRCA2_pos_d4_rep3	GSE123631
GSM3508417	H1299_shBRCA2_pos_d28_rep3	GSE123631
GSM3508418	H1299_WT_neg_d4_rep1	GSE123631
GSM3508419	H1299_WT_neg_d28_rep1	GSE123631
GSM3508420	H1299_shBRCA2_neg_d4_rep1	GSE123631
GSM3508421	H1299_shBRCA2_neg_d28_rep1	GSE123631
GSM3508422	H1299_WT_neg_d4_rep2	GSE123631
GSM3508423	H1299_WT_neg_d28_rep2	GSE123631
GSM3508424	H1299_shBRCA2_neg_d4_rep2	GSE123631
GSM3508425	H1299_shBRCA2_neg_d28_rep2	GSE123631
GSM3508426	H1299_WT_neg_d4_rep3	GSE123631
GSM3508427	H1299_WT_neg_d28_rep3	GSE123631
GSM3508428	H1299_shBRCA2_neg_d4_rep3	GSE123631
GSM3065442	RHC7167	GSE112274
GSM3065443	RHC7168	GSE112274
GSM3065444	RHC7169	GSE112274
GSM3065445	RHC7170	GSE112274
GSM3065446	RHC7171	GSE112274
GSM3065447	RHC7172	GSE112274
GSM3065449	RHC7174	GSE112274
GSM3065451	RHC7176	GSE112274
GSM3065452	RHC7177	GSE112274
GSM3065453	RHC7178	GSE112274
GSM3065454	RHC7179	GSE112274
GSM3065455	RHC7180	GSE112274
GSM3065456	RHC7181	GSE112274
GSM3065457	RHC7182	GSE112274
GSM3065458	RHC7183	GSE112274
GSM3065459	RHC7184	GSE112274
GSM3065460	RHC7185	GSE112274
GSM3065461	RHC7186	GSE112274
GSM3065462	RHC7187	GSE112274
GSM3065463	RHC7188	GSE112274
GSM3065464	RHC7189	GSE112274
GSM3065465	RHC7190	GSE112274
GSM3065466	RHC7191	GSE112274
GSM3065467	RHC7192	GSE112274
GSM3065468	RHC7193	GSE112274
GSM3065469	RHC7194	GSE112274
GSM3065470	RHC7195	GSE112274
GSM3065471	RHC7196	GSE112274
GSM3065472	RHC7197	GSE112274
GSM3065473	RHC7198	GSE112274
GSM3065475	RHC7200	GSE112274
GSM3065476	RHC7201	GSE112274
GSM3065477	RHC7202	GSE112274
GSM3065479	RHC7204	GSE112274
GSM3065481	RHC7206	GSE112274
GSM3065482	RHC7207	GSE112274
GSM3065483	RHC7208	GSE112274
GSM3065484	RHC7209	GSE112274
GSM3065485	RHC7210	GSE112274
GSM3065486	RHC7211	GSE112274
GSM3065487	RHC7212	GSE112274
GSM3065489	RHC7214	GSE112274
GSM3065490	RHC7215	GSE112274
GSM3065491	RHC7216	GSE112274
GSM3065492	RHC7217	GSE112274
GSM3065493	RHC7218	GSE112274
GSM3065494	RHC7219	GSE112274
GSM3065496	RHC7221	GSE112274
GSM3065497	RHC7222	GSE112274
GSM3065498	RHC7223	GSE112274
GSM3065499	RHC7224	GSE112274
GSM3065501	RHC7234	GSE112274
GSM3065502	RHC7235	GSE112274
GSM3065503	RHC7236	GSE112274
GSM3065504	RHC7237	GSE112274
GSM3065505	RHC7238	GSE112274
GSM3065506	RHC7239	GSE112274
GSM3065507	RHC7240	GSE112274
GSM3065508	RHC7241	GSE112274
GSM3065509	RHC7242	GSE112274
GSM3065510	RHC7243	GSE112274
GSM3065511	RHC7244	GSE112274
GSM3065512	RHC7245	GSE112274
GSM3065513	RHC7246	GSE112274
GSM3065514	RHC7247	GSE112274
GSM3065515	RHC7248	GSE112274
GSM3065516	RHC7249	GSE112274
GSM3065517	RHC7250	GSE112274
GSM3065518	RHC7251	GSE112274
GSM3065519	RHC7252	GSE112274
GSM3065520	RHC7253	GSE112274
GSM3065521	RHC7254	GSE112274
GSM3065522	RHC7255	GSE112274
GSM3065523	RHC7256	GSE112274
GSM3065524	RHC7257	GSE112274
GSM3065526	RHC7259	GSE112274
GSM3065527	RHC7260	GSE112274
GSM3065528	RHC7261	GSE112274
GSM3065529	RHC7262	GSE112274
GSM3065530	RHC7263	GSE112274
GSM3065531	RHC7264	GSE112274
GSM3065532	RHC7265	GSE112274
GSM3065533	RHC7266	GSE112274
GSM3065534	RHC7267	GSE112274
GSM3065535	RHC7268	GSE112274
GSM3065536	RHC7269	GSE112274
GSM3065537	RHC7270	GSE112274
GSM3065538	RHC7271	GSE112274
GSM3065539	RHC7272	GSE112274
GSM3065540	RHC7273	GSE112274
GSM3065541	RHC7274	GSE112274
GSM3065542	RHC7275	GSE112274
GSM3065543	RHC7276	GSE112274
GSM3065544	RHC7277	GSE112274
GSM3065545	RHC7278	GSE112274
GSM3065546	RHC7279	GSE112274
GSM3065547	RHC7280	GSE112274
GSM3065548	RHC7281	GSE112274
GSM3065549	RHC7282	GSE112274
GSM3065550	RHC7283	GSE112274
GSM3065551	RHC7284	GSE112274
GSM3065552	RHC7285	GSE112274
GSM3065553	RHC7286	GSE112274
GSM3065554	RHC7287	GSE112274
GSM3065555	RHC7288	GSE112274
GSM3065556	RHC7289	GSE112274
GSM3065557	RHC7290	GSE112274
GSM3065558	RHC7291	GSE112274
GSM3065559	RHC7292	GSE112274
GSM3065560	RHC7293	GSE112274
GSM3065561	RHC7294	GSE112274
GSM3065562	RHC7295	GSE112274
GSM3065563	RHC7296	GSE112274
GSM3065564	RHC7297	GSE112274
GSM3065565	RHC7298	GSE112274
GSM3065566	RHC7299	GSE112274
GSM3065567	RHC7300	GSE112274
GSM3065568	RHC7301	GSE112274
GSM3065569	RHC7302	GSE112274
GSM3065570	RHC7303	GSE112274
GSM3065571	RHC7304	GSE112274
GSM3065572	RHC7305	GSE112274
GSM3065573	RHC7306	GSE112274
GSM3065574	RHC7307	GSE112274
GSM3065575	RHC7308	GSE112274
GSM3065576	RHC7309	GSE112274
GSM3065577	RHC7310	GSE112274
GSM3065578	RHC7311	GSE112274
GSM3065579	RHC7312	GSE112274
GSM3065580	RHC7313	GSE112274
GSM3065581	RHC7314	GSE112274
GSM3065582	RHC7315	GSE112274
GSM3065583	RHC7316	GSE112274
GSM3065584	RHC7317	GSE112274
GSM3065585	RHC7318	GSE112274
GSM3065586	RHC7319	GSE112274
GSM3065587	RHC7320	GSE112274
GSM3065588	RHC7321	GSE112274
GSM3065589	RHC7322	GSE112274
GSM3065590	RHC7323	GSE112274
GSM3065591	RHC7324	GSE112274
GSM3065592	RHC7325	GSE112274
GSM3065593	RHC7326	GSE112274
GSM3065594	RHC7327	GSE112274
GSM3065595	RHC7328	GSE112274
GSM3065596	RHC7329	GSE112274
GSM3065597	RHC7330	GSE112274
GSM3065598	RHC7331	GSE112274
GSM3065599	RHC7332	GSE112274
GSM3065600	RHC7333	GSE112274
GSM3065601	RHC7334	GSE112274
GSM3065602	RHC7336	GSE112274
GSM3065603	RHC7337	GSE112274
GSM3065604	RHC7338	GSE112274
GSM3065605	RHC7340	GSE112274
GSM3065606	RHC7341	GSE112274
GSM3065607	RHC7342	GSE112274
GSM3065608	RHC7344	GSE112274
GSM3065609	RHC7345	GSE112274
GSM3065610	RHC7346	GSE112274
GSM3065611	RHC7348	GSE112274
GSM3065613	RHC7350	GSE112274
GSM3065614	RHC7351	GSE112274
GSM3065615	RHC7352	GSE112274
GSM3065616	RHC7353	GSE112274
GSM3065617	RHC7354	GSE112274
GSM3065618	RHC7355	GSE112274
GSM3065619	RHC7356	GSE112274
GSM3065620	RHC7357	GSE112274
GSM3065621	RHC7358	GSE112274
GSM3065622	RHC7359	GSE112274
GSM3065623	RHC7360	GSE112274
GSM3065624	RHC7361	GSE112274
GSM3065625	RHC7362	GSE112274
GSM3065626	RHC7363	GSE112274
GSM3065627	RHC7364	GSE112274
GSM3065628	RHC7365	GSE112274
GSM3065629	RHC7366	GSE112274
GSM3065630	RHC7368	GSE112274
GSM3065631	RHC7370	GSE112274
GSM3065632	RHC7371	GSE112274
GSM3065633	RHC7372	GSE112274
GSM3065634	RHC7373	GSE112274
GSM3065635	RHC7374	GSE112274
GSM3065636	RHC7375	GSE112274
GSM3065637	RHC7376	GSE112274
GSM3065638	RHC7377	GSE112274
GSM3065639	RHC7378	GSE112274
GSM3065640	RHC7379	GSE112274
GSM3065641	RHC7380	GSE112274
GSM3065642	RHC7381	GSE112274
GSM3065643	RHC7382	GSE112274
GSM3065644	RHC7383	GSE112274
GSM3065645	RHC7384	GSE112274
GSM3065646	RHC7385	GSE112274
GSM3065647	RHC7386	GSE112274
GSM3065648	RHC7387	GSE112274
GSM3065649	RHC7388	GSE112274
GSM3065650	RHC7389	GSE112274
GSM3065651	RHC7390	GSE112274
GSM3065652	RHC7391	GSE112274
GSM3065653	RHC7392	GSE112274
GSM3065654	RHC7393	GSE112274
GSM3065655	RHC7394	GSE112274
GSM3065656	RHC7395	GSE112274
GSM3065657	RHC7396	GSE112274
GSM3065658	RHC7397	GSE112274
GSM3065659	RHC7398	GSE112274
GSM3065660	RHC7399	GSE112274
GSM3065661	RHC7400	GSE112274
GSM3065662	RHC7401	GSE112274
GSM3065663	RHC7402	GSE112274
GSM3065664	RHC7403	GSE112274
GSM3065665	RHC7404	GSE112274
GSM3065666	RHC7405	GSE112274
GSM3065667	RHC7406	GSE112274
GSM3065668	RHC7407	GSE112274
GSM3065669	RHC7408	GSE112274
GSM3065670	RHC7409	GSE112274
GSM3065671	RHC7410	GSE112274
GSM3065672	RHC7966	GSE112274
GSM3065673	RHC7967	GSE112274
GSM3065674	RHC7968	GSE112274
GSM3065675	RHC7969	GSE112274
GSM3065676	RHC7970	GSE112274
GSM3065677	RHC7971	GSE112274
GSM3065678	RHC7972	GSE112274
GSM3065679	RHC7973	GSE112274
GSM3065680	RHC7974	GSE112274
GSM3065681	RHC7975	GSE112274
GSM3065682	RHC7976	GSE112274
GSM3065683	RHC7977	GSE112274
GSM3065684	RHC7978	GSE112274
GSM3065685	RHC7979	GSE112274
GSM3065686	RHC7980	GSE112274
GSM3065687	RHC7981	GSE112274
GSM3065688	RHC7982	GSE112274
GSM3065689	RHC7983	GSE112274
GSM3065690	RHC7984	GSE112274
GSM3065691	RHC7985	GSE112274
GSM3065692	RHC7986	GSE112274
GSM3065693	RHC7987	GSE112274
GSM3065694	RHC7988	GSE112274
GSM3065695	RHC7989	GSE112274
GSM3065696	RHC7990	GSE112274
GSM3065697	RHC7991	GSE112274
GSM3065698	RHC7992	GSE112274
GSM3065699	RHC7993	GSE112274
GSM3065700	RHC7994	GSE112274
GSM3065701	RHC7995	GSE112274
GSM3065702	RHC7996	GSE112274
GSM3065703	RHC7997	GSE112274
GSM3065704	RHC7998	GSE112274
GSM3065705	RHC7999	GSE112274
GSM3065706	RHC8000	GSE112274
GSM3065707	RHC8001	GSE112274
GSM3065708	RHC8002	GSE112274
GSM3065709	RHC8003	GSE112274
GSM3065710	RHC8004	GSE112274
GSM3065711	RHC8005	GSE112274
GSM3065712	RHC8006	GSE112274
GSM3065713	RHC8007	GSE112274
GSM3065714	RHC8008	GSE112274
GSM3065715	RHC8009	GSE112274
GSM3065716	RHC8010	GSE112274
GSM3065717	RHC8011	GSE112274
GSM3065718	RHC8012	GSE112274
GSM3065719	RHC8013	GSE112274
GSM3065720	RHC8014	GSE112274
GSM3065721	RHC8015	GSE112274
GSM3065722	RHC8016	GSE112274
GSM3065723	RHC8017	GSE112274
GSM3065724	RHC8018	GSE112274
GSM3065725	RHC8019	GSE112274
GSM3065726	RHC8020	GSE112274
GSM3065727	RHC8021	GSE112274
GSM3065728	RHC8022	GSE112274
GSM3065729	RHC8023	GSE112274
GSM3065730	RHC8024	GSE112274
GSM3065731	RHC8025	GSE112274
GSM3065732	RHC8026	GSE112274
GSM3065733	RHC8027	GSE112274
GSM3065734	RHC8028	GSE112274
GSM3065735	RHC8029	GSE112274
GSM3065736	RHC8030	GSE112274
GSM3065737	RHC8031	GSE112274
GSM3065738	RHC8032	GSE112274
GSM3065739	RHC8033	GSE112274
GSM3065740	RHC8034	GSE112274
GSM3065741	RHC8035	GSE112274
GSM3065742	RHC8036	GSE112274
GSM3065743	RHC8037	GSE112274
GSM3065744	RHC8038	GSE112274
GSM3065745	RHC8039	GSE112274
GSM3065746	RHC8040	GSE112274
GSM3065747	RHC8041	GSE112274
GSM3065748	RHC8042	GSE112274
GSM3065749	RHC8043	GSE112274
GSM3065750	RHC8044	GSE112274
GSM3065751	RHC8045	GSE112274
GSM3065752	RHC8046	GSE112274
GSM3065753	RHC8047	GSE112274
GSM3065754	RHC8048	GSE112274
GSM3065755	RHC8049	GSE112274
GSM3065756	RHC8050	GSE112274
GSM3065757	RHC8051	GSE112274
GSM3065758	RHC8052	GSE112274
GSM3065759	RHC8053	GSE112274
GSM3065760	RHC8054	GSE112274
GSM3065761	RHC8055	GSE112274
GSM3065762	RHC8056	GSE112274
GSM3065763	RHC8057	GSE112274
GSM3065764	RHC8058	GSE112274
GSM3065765	RHC8059	GSE112274
GSM3065766	RHC8060	GSE112274
GSM3065767	RHC8061	GSE112274
GSM3065768	RHC8062	GSE112274
GSM3065769	RHC8063	GSE112274
GSM3065770	RHC8064	GSE112274
GSM3065771	RHC8065	GSE112274
GSM3065772	RHC8066	GSE112274
GSM3065773	RHC8067	GSE112274
GSM3065774	RHC8068	GSE112274
GSM3065775	RHC8069	GSE112274
GSM3065776	RHC8070	GSE112274
GSM3065777	RHC8071	GSE112274
GSM3065778	RHC8072	GSE112274
GSM3065779	RHC8073	GSE112274
GSM3065780	RHC8074	GSE112274
GSM3065781	RHC8075	GSE112274
GSM3065782	RHC8076	GSE112274
GSM3065783	RHC8077	GSE112274
GSM3065784	RHC8078	GSE112274
GSM3065785	RHC8079	GSE112274
GSM3065786	RHC8080	GSE112274
GSM3065787	RHC8081	GSE112274
GSM3065788	RHC8082	GSE112274
GSM3065789	RHC8083	GSE112274
GSM3065790	RHC8084	GSE112274
GSM3065791	RHC8085	GSE112274
GSM3065792	RHC8086	GSE112274
GSM3065793	RHC8087	GSE112274
GSM3065794	RHC8088	GSE112274
GSM3065795	RHC8089	GSE112274
GSM3065796	RHC8090	GSE112274
GSM3065797	RHC8091	GSE112274
GSM3065798	RHC8092	GSE112274
GSM3065799	RHC8093	GSE112274
GSM3065800	RHC8094	GSE112274
GSM3065801	RHC8095	GSE112274
GSM3065802	RHC8096	GSE112274
GSM3065803	RHC8097	GSE112274
GSM3065804	RHC8098	GSE112274
GSM3065805	RHC8099	GSE112274
GSM3065806	RHC8100	GSE112274
GSM3065807	RHC8101	GSE112274
GSM3065808	RHC8102	GSE112274
GSM3065809	RHC8103	GSE112274
GSM3065810	RHC8104	GSE112274
GSM3065811	RHC8105	GSE112274
GSM3065812	RHC8106	GSE112274
GSM3065813	RHC8107	GSE112274
GSM3065814	RHC8108	GSE112274
GSM3065815	RHC8109	GSE112274
GSM3065816	RHC8110	GSE112274
GSM3065817	RHC8111	GSE112274
GSM3065818	RHC8112	GSE112274
GSM3065819	RHC8113	GSE112274
GSM3065820	RHC8114	GSE112274
GSM3065821	RHC8115	GSE112274
GSM3065822	RHC8116	GSE112274
GSM3065823	RHC8117	GSE112274
GSM3065824	RHC8118	GSE112274
GSM3065825	RHC8119	GSE112274
GSM3065826	RHC8120	GSE112274
GSM3065827	RHC8121	GSE112274
GSM3065828	RHC8122	GSE112274
GSM3065829	RHC8123	GSE112274
GSM3065830	RHC8124	GSE112274
GSM3065831	RHC8125	GSE112274
GSM3065832	RHC8126	GSE112274
GSM3065833	RHC8127	GSE112274
GSM3065834	RHC8128	GSE112274
GSM3065835	RHC8129	GSE112274
GSM3065836	RHC8130	GSE112274
GSM3065837	RHC8131	GSE112274
GSM3065838	RHC8132	GSE112274
GSM3065839	RHC8133	GSE112274
GSM3065840	RHC8134	GSE112274
GSM3065841	RHC8135	GSE112274
GSM3065842	RHC8136	GSE112274
GSM3065843	RHC8137	GSE112274
GSM3065844	RHC8138	GSE112274
GSM3065845	RHC8139	GSE112274
GSM3065846	RHC8140	GSE112274
GSM3065847	RHC8141	GSE112274
GSM3065848	RHC8142	GSE112274
GSM3065849	RHC8143	GSE112274
GSM3065850	RHC8144	GSE112274
GSM3065851	RHC8145	GSE112274
GSM3065852	RHC8146	GSE112274
GSM3065853	RHC8147	GSE112274
GSM3065854	RHC8148	GSE112274
GSM3065855	RHC8149	GSE112274
GSM3065856	RHC8150	GSE112274
GSM3065857	RHC8151	GSE112274
GSM3065858	RHC8152	GSE112274
GSM3065859	RHC8153	GSE112274
GSM3065860	RHC8154	GSE112274
GSM3065861	RHC8155	GSE112274
GSM3065862	RHC8156	GSE112274
GSM3065863	RHC8157	GSE112274
GSM3065864	RHP3735	GSE112274
GSM3065865	RHP3736	GSE112274
GSM3065866	RHP3737	GSE112274
GSM3065867	RHP3738	GSE112274
GSM3065868	RHP3739	GSE112274
GSM3065869	RHP3740	GSE112274
GSM3065870	RHP3741	GSE112274
GSM3065872	RHP3743	GSE112274
GSM3065873	RHP3744	GSE112274
GSM3065874	RHP3745	GSE112274
GSM3065875	RHP3746	GSE112274
GSM3065876	RHP3747	GSE112274
GSM3065877	RHP3748	GSE112274
GSM3065878	RHP3749	GSE112274
GSM3065879	RHP3750	GSE112274
GSM3065880	RHP3751	GSE112274
GSM3065881	RHP3752	GSE112274
GSM3065882	RHP3753	GSE112274
GSM3065883	RHP3754	GSE112274
GSM3065884	RHP3755	GSE112274
GSM3065885	RHP3756	GSE112274
GSM3065887	RHP3758	GSE112274
GSM3065888	RHP3759	GSE112274
GSM3065889	RHP3760	GSE112274
GSM3065890	RHP3761	GSE112274
GSM3065891	RHP3762	GSE112274
GSM3065892	RHP3763	GSE112274
GSM3065893	RHP3764	GSE112274
GSM3065894	RHP3765	GSE112274
GSM3065895	RHP3766	GSE112274
GSM3065896	RHP3767	GSE112274
GSM3065897	RHP3768	GSE112274
GSM3065898	RHP3769	GSE112274
GSM3065899	RHP3770	GSE112274
GSM3065900	RHP3771	GSE112274
GSM3065901	RHP3772	GSE112274
GSM3065902	RHP3773	GSE112274
GSM3065903	RHP3774	GSE112274
GSM3065904	RHP3775	GSE112274
GSM3065905	RHP3776	GSE112274
GSM3065906	RHP3777	GSE112274
GSM3065907	RHP3778	GSE112274
GSM3065908	RHP3779	GSE112274
